time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
0.0,1737638623,693510897,base_link,2,1,43.57099223899999,1.4669355436666598,211.8,1.96e-07,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
1.0163493156433105,1737638624,710038119,base_link,2,1,43.57099223899999,1.4669355436666598,211.8,0.0,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
2.033440589904785,1737638625,726654600,base_link,2,1,43.57099223899999,1.4669355436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
3.049239158630371,1737638626,742982192,base_link,2,1,43.57099290566666,1.4669348769999897,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
4.065871953964233,1737638627,759559376,base_link,2,1,43.570994572333326,1.46693337699999,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
5.092430591583252,1737638628,786131135,base_link,2,1,43.57099723899999,1.4669305436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
5.866426706314087,1737638629,559996042,base_link,2,1,43.57099723899999,1.4669305436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
6.153820753097534,1737638629,847523153,base_link,2,1,43.57099940566666,1.466928377,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
6.927683591842651,1737638630,621486375,base_link,2,1,43.57100157233333,1.4669260436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
7.214291572570801,1737638630,907968226,base_link,2,1,43.57100157233333,1.4669260436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
7.988227128982544,1737638631,681955763,base_link,2,1,43.57100407233333,1.46692371033333,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
9.004575967788696,1737638632,698347207,base_link,2,1,43.571006738999984,1.4669210436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0003239999999999,2
10.021217584609985,1737638633,714960595,base_link,2,1,43.57100940566667,1.46691771033333,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0003239999999999,2
11.04761791229248,1737638634,741370076,base_link,2,1,43.571011905666666,1.46691521033333,211.8,0.000225,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0003239999999999,2
12.064468383789062,1737638635,758119409,base_link,2,1,43.571014239,1.4669120436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0003239999999999,2
13.081263065338135,1737638636,774771186,base_link,2,1,43.57101657233334,1.46690904366666,211.8,0.000225,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.000361,2
13.855354070663452,1737638637,548727537,base_link,2,1,43.57101657233334,1.46690904366666,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0003239999999999,2
14.142277717590332,1737638637,836145593,base_link,2,1,43.57101840566666,1.4669073769999998,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0003239999999999,2
14.915560245513916,1737638638,609223129,base_link,2,1,43.57101840566666,1.4669073769999998,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
15.202935934066772,1737638638,896721703,base_link,2,1,43.57102090566666,1.4669055436666598,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
15.97611951828003,1737638639,669763925,base_link,2,1,43.57102357233333,1.4669035436666598,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
17.002820014953613,1737638640,696307350,base_link,2,1,43.57102607233332,1.46690104366666,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
18.01999068260193,1737638641,712965609,base_link,2,1,43.57102890566666,1.4668990436666598,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
19.035884380340576,1737638642,729630812,base_link,2,1,43.571031738999984,1.46689671033333,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.000441,2
20.052462577819824,1737638643,746170996,base_link,2,1,43.57103440566665,1.4668935436666597,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
21.069214344024658,1737638644,762828311,base_link,2,1,43.571036905666666,1.4668905436666595,211.8,0.000225,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.000441,2
21.84290623664856,1737638645,536727921,base_link,2,1,43.571036905666666,1.4668905436666595,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.000441,2
22.129828691482544,1737638645,823509199,base_link,2,1,43.571039572333326,1.46688771033333,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.000441,2
22.913655996322632,1737638646,607504661,base_link,2,1,43.571039572333326,1.46688771033333,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.000441,2
23.201181888580322,1737638646,895082828,base_link,2,1,43.57104240566667,1.466884877,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.000441,2
23.975443601608276,1737638647,669065216,base_link,2,1,43.57104523899998,1.46688204366666,211.8,0.000256,0.0,0.0,0.0,0.000256,0.0,0.0,0.0,0.0004839999999999,2
45.04047250747681,1737638668,733984482,base_link,2,1,43.571046739,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
46.05736684799194,1737638669,750929055,base_link,2,1,43.571046739,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
47.084227561950684,1737638670,777812166,base_link,2,1,43.571046739,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000256,2
47.85807919502258,1737638671,551711110,base_link,2,1,43.571046739,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
48.145723819732666,1737638671,839324887,base_link,2,1,43.571046905666655,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000289,2
48.91857314109802,1737638672,612185201,base_link,2,1,43.571046905666655,1.4668805436666597,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
49.205748319625854,1737638672,899589535,base_link,2,1,43.571049739,1.46687821033333,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
49.97905659675598,1737638673,672669793,base_link,2,1,43.57105207233332,1.466873877,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
50.99554491043091,1737638674,689306071,base_link,2,1,43.571053072333314,1.4668675436666598,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
52.01271200180054,1737638675,706406181,base_link,2,1,43.57105223899998,1.46686037699999,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001209999999999,2
53.0390739440918,1737638676,732751662,base_link,2,1,43.571050239,1.46685471033333,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000196,2
54.05559515953064,1737638677,749391680,base_link,2,1,43.571047239,1.466850377,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000196,2
55.073047161102295,1737638678,766339031,base_link,2,1,43.571043238999984,1.46684721033333,211.8,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
55.846296310424805,1737638679,540128197,base_link,2,1,43.57103907233332,1.4668453769999898,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
56.132997035980225,1737638679,826799660,base_link,2,1,43.57103907233332,1.4668453769999898,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
56.90782856941223,1737638680,601113623,base_link,2,1,43.571034572333325,1.466844877,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
57.194084882736206,1737638680,887632326,base_link,2,1,43.571034572333325,1.466844877,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
57.96797299385071,1737638681,661625696,base_link,2,1,43.57103023899998,1.46684571033333,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001209999999999,2
58.99559020996094,1737638682,689265066,base_link,2,1,43.57102590566666,1.4668468769999898,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
60.01355242729187,1737638683,707248584,base_link,2,1,43.57102207233333,1.4668498769999898,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
61.02984952926636,1737638684,723712546,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.000169,2
62.0464084148407,1737638685,740224490,base_link,2,1,43.571019239,1.466853877,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001209999999999,2
63.063117027282715,1737638686,756810452,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
63.8360161781311,1737638687,529768211,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
64.12360191345215,1737638687,817339618,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
64.90691900253296,1737638688,600492581,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
65.1943142414093,1737638688,887984525,base_link,2,1,43.571019239,1.4668540436666595,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
65.96714496612549,1737638689,660849765,base_link,2,1,43.571019239,1.466853877,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
66.98381567001343,1737638690,677553617,base_link,2,1,43.571019239,1.466853877,211.7,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
